area_code,inventory,market_size,market,number_of_records,product_line,product_type,product,state,type,order_date_mdy,order_date_dmy,budget_cogs,budget_margin,budget_profit,budget_sales,cogs,margin,marketing,profit,sales,total_expenses,row_id,order_month
314,845,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Missouri,Decaf,2017-11-12,2017-11-12,40.00,70.00,50.00,110.00,39.00,57.00,10.00,35.00,96.00,22.00,1053,2017-11-01
508,18446744073709550123,Major Market,East,1,Beans,Coffee,Colombian,Massachusetts,Regular,2017-03-01,2017-03-01,40.00,590.00,560.00,630.00,52.00,613.00,17.00,564.00,665.00,49.00,1054,2017-03-01
920,587,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,2017-11-12,2017-11-12,50.00,80.00,60.00,130.00,50.00,65.00,16.00,36.00,115.00,29.00,1055,2017-11-01
845,2654,Major Market,East,1,Beans,Coffee,Colombian,New York,Regular,2017-03-01,2017-03-01,340.00,520.00,370.00,860.00,364.00,548.00,127.00,370.00,912.00,178.00,1056,2017-03-01
203,388,Small Market,East,1,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,2017-11-12,2017-11-12,40.00,50.00,20.00,90.00,43.00,57.00,14.00,16.00,100.00,41.00,1057,2017-11-01
386,717,Major Market,East,1,Beans,Espresso,Caffe Mocha,Florida,Regular,2017-03-01,2017-03-01,110.00,180.00,60.00,290.00,124.00,173.00,112.00,32.00,297.00,141.00,1058,2017-03-01
318,870,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,2017-11-12,2017-11-12,70.00,110.00,90.00,180.00,59.00,85.00,16.00,58.00,144.00,27.00,1059,2017-11-01
978,560,Major Market,East,1,Beans,Espresso,Caffe Mocha,Massachusetts,Regular,2017-08-12,2017-08-12,30.00,70.00,20.00,100.00,39.00,72.00,36.00,7.00,111.00,65.00,1060,2017-08-01
505,1334,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,New Mexico,Decaf,2015-09-29,2015-09-29,150.00,60.00,10.00,210.00,120.00,49.00,37.00,-11.00,169.00,60.00,1061,2015-09-01
347,2321,Major Market,East,1,Beans,Espresso,Caffe Mocha,New York,Regular,2017-08-15,2017-08-15,150.00,-80.00,-240.00,70.00,162.00,-85.00,147.00,-266.00,77.00,181.00,1062,2017-08-01
405,868,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,Oklahoma,Decaf,2015-09-29,2015-09-29,20.00,50.00,40.00,70.00,23.00,34.00,6.00,16.00,57.00,18.00,1063,2015-09-01
617,1304,Major Market,East,1,Beans,Espresso,Regular Espresso,Massachusetts,Regular,2017-08-15,2017-08-15,130.00,150.00,100.00,280.00,145.00,146.00,40.00,81.00,291.00,65.00,1064,2017-08-01
225,462,Small Market,South,1,Beans,Espresso,Decaf Espresso,Louisiana,Decaf,2015-09-29,2015-09-29,30.00,40.00,20.00,70.00,36.00,54.00,11.00,21.00,90.00,33.00,1065,2015-09-01
585,1355,Major Market,East,1,Beans,Espresso,Regular Espresso,New York,Regular,2018-06-04,2018-06-04,250.00,280.00,190.00,530.00,266.00,280.00,74.00,182.00,546.00,98.00,1066,2018-06-01
505,258,Small Market,South,1,Beans,Espresso,Decaf Espresso,New Mexico,Decaf,2015-09-29,2015-09-29,30.00,50.00,20.00,80.00,44.00,59.00,14.00,18.00,103.00,41.00,1067,2015-09-01
603,236,Small Market,East,1,Leaves,Herbal Tea,Lemon,New Hampshire,Decaf,2016-04-27,2016-04-27,20.00,40.00,10.00,60.00,36.00,46.00,13.00,0.00,82.00,46.00,1068,2016-04-01
430,1319,Major Market,South,1,Beans,Coffee,Colombian,Texas,Regular,2018-06-04,2018-06-04,320.00,380.00,290.00,700.00,260.00,307.00,80.00,206.00,567.00,101.00,1069,2018-06-01
580,822,Small Market,South,1,Beans,Espresso,Decaf Espresso,Oklahoma,Decaf,2015-09-29,2015-09-29,90.00,150.00,100.00,240.00,114.00,172.00,37.00,103.00,286.00,69.00,1070,2015-09-01
281,18446744073709551160,Major Market,South,1,Beans,Espresso,Caffe Latte,Texas,Regular,2016-12-06,2016-12-06,40.00,70.00,40.00,110.00,52.00,79.00,17.00,30.00,131.00,49.00,1071,2016-12-01
775,1010,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Nevada,Decaf,2016-04-04,2016-04-04,40.00,50.00,30.00,90.00,34.00,41.00,10.00,9.00,75.00,32.00,1072,2016-04-01
210,952,Major Market,South,1,Beans,Espresso,Caffe Mocha,Texas,Regular,2016-12-06,2016-12-06,80.00,140.00,120.00,220.00,104.00,152.00,29.00,112.00,256.00,40.00,1073,2016-12-01
475,1042,Small Market,East,1,Leaves,Herbal Tea,Mint,Connecticut,Decaf,2016-04-27,2016-04-27,40.00,70.00,50.00,110.00,65.00,77.00,20.00,36.00,142.00,41.00,1074,2016-04-01
503,432,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Oregon,Decaf,2016-04-04,2016-04-04,40.00,60.00,40.00,100.00,34.00,51.00,10.00,18.00,85.00,33.00,1075,2016-04-01
209,1832,Major Market,West,1,Beans,Coffee,Amaretto,California,Regular,2016-12-27,2016-12-27,190.00,-90.00,-150.00,100.00,154.00,-67.00,49.00,-138.00,87.00,71.00,1076,2016-12-01
225,593,Small Market,South,1,Leaves,Herbal Tea,Chamomile,Louisiana,Decaf,2016-06-16,2016-06-16,40.00,60.00,40.00,100.00,48.00,63.00,15.00,36.00,111.00,27.00,1077,2016-06-01
660,973,Small Market,Central,1,Leaves,Herbal Tea,Lemon,Missouri,Decaf,2016-11-20,2016-11-20,80.00,30.00,0.00,110.00,98.00,38.00,30.00,-15.00,136.00,53.00,1078,2016-11-01
435,613,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Utah,Decaf,2016-04-04,2016-04-04,90.00,120.00,70.00,210.00,76.00,93.00,28.00,31.00,169.00,62.00,1079,2016-04-01
707,2654,Major Market,West,1,Beans,Coffee,Colombian,California,Regular,2016-12-27,2016-12-27,450.00,690.00,530.00,1140.00,364.00,548.00,127.00,370.00,912.00,178.00,1080,2016-12-01
505,843,Small Market,South,1,Leaves,Herbal Tea,Chamomile,New Mexico,Decaf,2018-12-17,2018-12-17,20.00,30.00,20.00,50.00,23.00,35.00,6.00,18.00,58.00,17.00,1081,2018-12-01
360,717,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Washington,Decaf,2016-04-04,2016-04-04,150.00,220.00,100.00,370.00,124.00,173.00,112.00,31.00,297.00,142.00,1082,2016-04-01
262,803,Small Market,Central,1,Leaves,Herbal Tea,Lemon,Wisconsin,Decaf,2017-11-07,2017-11-07,40.00,70.00,60.00,110.00,53.00,77.00,14.00,51.00,130.00,26.00,1083,2017-11-01
818,1819,Major Market,West,1,Beans,Espresso,Caffe Latte,California,Regular,2018-01-21,2018-01-21,250.00,260.00,170.00,510.00,266.00,266.00,74.00,167.00,532.00,99.00,1084,2018-01-01
918,377,Small Market,South,1,Leaves,Herbal Tea,Chamomile,Oklahoma,Decaf,2017-01-11,2017-01-11,50.00,80.00,30.00,130.00,59.00,74.00,22.00,19.00,133.00,55.00,1085,2017-01-01
702,808,Small Market,West,1,Beans,Espresso,Decaf Espresso,Nevada,Decaf,2016-04-04,2016-04-04,10.00,30.00,20.00,40.00,20.00,29.00,5.00,12.00,49.00,17.00,1086,2016-04-01
860,529,Small Market,East,1,Leaves,Herbal Tea,Lemon,Connecticut,Decaf,2017-11-07,2017-11-07,50.00,80.00,40.00,130.00,77.00,96.00,29.00,33.00,173.00,63.00,1087,2017-11-01
562,943,Major Market,West,1,Beans,Espresso,Caffe Mocha,California,Regular,2018-01-21,2018-01-21,150.00,220.00,60.00,370.00,162.00,225.00,147.00,45.00,387.00,180.00,1088,2018-01-01
318,580,Small Market,South,1,Leaves,Herbal Tea,Lemon,Louisiana,Decaf,2017-01-11,2017-01-11,70.00,90.00,40.00,160.00,76.00,93.00,28.00,32.00,169.00,61.00,1089,2017-01-01
603,212,Small Market,East,1,Leaves,Herbal Tea,Lemon,New Hampshire,Decaf,2017-11-07,2017-11-07,20.00,40.00,10.00,60.00,36.00,45.00,13.00,-1.00,81.00,46.00,1090,2017-11-01
303,1304,Major Market,Central,1,Leaves,Herbal Tea,Chamomile,Colorado,Decaf,2015-06-25,2015-06-25,120.00,130.00,80.00,250.00,145.00,146.00,40.00,81.00,291.00,65.00,1091,2015-06-01
505,996,Small Market,South,1,Leaves,Herbal Tea,Lemon,New Mexico,Decaf,2017-01-11,2017-01-11,30.00,30.00,10.00,60.00,32.00,38.00,9.00,8.00,70.00,30.00,1092,2017-01-01
312,952,Major Market,Central,1,Leaves,Herbal Tea,Chamomile,Illinois,Decaf,2017-06-14,2017-06-14,80.00,140.00,120.00,220.00,104.00,152.00,29.00,111.00,256.00,41.00,1093,2017-06-01
475,998,Small Market,East,1,Leaves,Herbal Tea,Mint,Connecticut,Decaf,2017-11-07,2017-11-07,50.00,60.00,40.00,110.00,68.00,80.00,21.00,38.00,148.00,42.00,1094,2017-11-01
541,1304,Small Market,West,1,Beans,Espresso,Decaf Espresso,Oregon,Decaf,2016-05-08,2016-05-08,130.00,140.00,90.00,270.00,145.00,146.00,40.00,81.00,291.00,65.00,1095,2016-05-01
580,665,Small Market,South,1,Leaves,Herbal Tea,Lemon,Oklahoma,Decaf,2015-07-11,2015-07-11,100.00,150.00,40.00,250.00,110.00,154.00,100.00,25.00,264.00,129.00,1096,2015-07-01
740,486,Major Market,Central,1,Leaves,Herbal Tea,Chamomile,Ohio,Decaf,2017-06-14,2017-06-14,10.00,20.00,20.00,30.00,18.00,26.00,5.00,9.00,44.00,17.00,1097,2017-06-01
801,894,Small Market,West,1,Beans,Espresso,Decaf Espresso,Utah,Decaf,2017-12-31,2017-12-31,30.00,50.00,40.00,80.00,35.00,52.00,9.00,31.00,87.00,21.00,1098,2017-12-01
775,874,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Nevada,Decaf,2015-07-11,2015-07-11,120.00,180.00,50.00,300.00,144.00,201.00,131.00,37.00,345.00,164.00,1099,2015-07-01
985,599,Small Market,South,1,Leaves,Herbal Tea,Chamomile,Louisiana,Decaf,2016-10-13,2016-10-13,40.00,60.00,40.00,100.00,48.00,63.00,15.00,35.00,111.00,28.00,1100,2016-10-01
970,517,Major Market,Central,1,Leaves,Herbal Tea,Lemon,Colorado,Decaf,2017-06-14,2017-06-14,30.00,50.00,0.00,80.00,39.00,56.00,36.00,-10.00,95.00,66.00,1101,2017-06-01
253,1081,Small Market,West,1,Beans,Espresso,Decaf Espresso,Washington,Decaf,2017-12-31,2017-12-31,80.00,100.00,70.00,180.00,86.00,103.00,26.00,56.00,189.00,47.00,1102,2017-12-01
971,816,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Oregon,Decaf,2015-07-11,2015-07-11,20.00,40.00,40.00,60.00,28.00,41.00,7.00,22.00,69.00,19.00,1103,2015-07-01
505,829,Small Market,South,1,Leaves,Herbal Tea,Chamomile,New Mexico,Decaf,2016-10-13,2016-10-13,10.00,30.00,20.00,40.00,20.00,29.00,5.00,12.00,49.00,17.00,1104,2016-10-01
319,854,Small Market,Central,1,Beans,Coffee,Amaretto,Iowa,Regular,2015-12-20,2015-12-20,20.00,40.00,30.00,60.00,25.00,36.00,7.00,17.00,61.00,19.00,1105,2015-12-01
435,302,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Utah,Decaf,2015-07-11,2015-07-11,40.00,80.00,50.00,120.00,56.00,82.00,17.00,42.00,138.00,40.00,1106,2015-07-01
918,338,Small Market,South,1,Leaves,Herbal Tea,Chamomile,Oklahoma,Decaf,2018-01-01,2018-01-01,50.00,70.00,20.00,120.00,58.00,72.00,22.00,17.00,130.00,55.00,1107,2018-01-01
920,403,Small Market,Central,1,Beans,Coffee,Amaretto,Wisconsin,Regular,2015-12-20,2015-12-20,60.00,70.00,20.00,130.00,59.00,74.00,22.00,18.00,133.00,56.00,1108,2015-12-01
206,1102,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Washington,Decaf,2015-07-11,2015-07-11,70.00,130.00,90.00,200.00,92.00,140.00,30.00,79.00,232.00,61.00,1109,2015-07-01
337,529,Small Market,South,1,Leaves,Herbal Tea,Lemon,Louisiana,Decaf,2015-02-07,2015-02-07,70.00,90.00,40.00,160.00,77.00,96.00,29.00,33.00,173.00,63.00,1110,2015-02-01
712,1010,Small Market,Central,1,Beans,Coffee,Colombian,Iowa,Regular,2015-12-20,2015-12-20,30.00,40.00,20.00,70.00,34.00,41.00,10.00,9.00,75.00,32.00,1111,2015-12-01
312,564,Major Market,Central,1,Leaves,Herbal Tea,Lemon,Illinois,Decaf,2017-06-14,2017-06-14,70.00,100.00,70.00,170.00,87.00,112.00,28.00,72.00,199.00,40.00,1112,2017-06-01
702,1095,Small Market,West,1,Leaves,Herbal Tea,Lemon,Nevada,Decaf,2017-11-20,2017-11-20,170.00,250.00,170.00,420.00,200.00,278.00,66.00,166.00,478.00,112.00,1113,2017-11-01
505,976,Small Market,South,1,Leaves,Herbal Tea,Lemon,New Mexico,Decaf,2017-06-20,2017-06-20,20.00,40.00,20.00,60.00,31.00,37.00,9.00,7.00,68.00,30.00,1114,2017-06-01
636,613,Small Market,Central,1,Beans,Coffee,Colombian,Missouri,Regular,2015-12-20,2015-12-20,80.00,90.00,40.00,170.00,76.00,93.00,28.00,31.00,169.00,62.00,1115,2015-12-01
503,597,Small Market,West,1,Leaves,Herbal Tea,Lemon,Oregon,Decaf,2017-11-20,2017-11-20,30.00,50.00,30.00,80.00,43.00,56.00,14.00,30.00,99.00,26.00,1116,2017-11-01
918,599,Small Market,South,1,Leaves,Herbal Tea,Lemon,Oklahoma,Decaf,2017-06-20,2017-06-20,80.00,130.00,40.00,210.00,92.00,129.00,83.00,17.00,221.00,112.00,1117,2017-06-01
262,717,Small Market,Central,1,Beans,Coffee,Colombian,Wisconsin,Regular,2017-07-02,2017-07-02,130.00,180.00,60.00,310.00,124.00,173.00,112.00,32.00,297.00,141.00,1118,2017-07-01
435,436,Small Market,West,1,Leaves,Herbal Tea,Lemon,Utah,Decaf,2017-11-20,2017-11-20,50.00,80.00,50.00,130.00,62.00,94.00,20.00,42.00,156.00,52.00,1119,2017-11-01
775,788,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Nevada,Decaf,2017-05-28,2017-05-28,100.00,150.00,40.00,250.00,121.00,168.00,109.00,25.00,289.00,143.00,1120,2017-05-01
614,868,Major Market,Central,1,Leaves,Herbal Tea,Lemon,Ohio,Decaf,2018-04-21,2018-04-21,10.00,40.00,40.00,50.00,23.00,34.00,6.00,16.00,57.00,18.00,1121,2018-04-01
641,808,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Iowa,Regular,2018-06-29,2018-06-29,20.00,30.00,20.00,50.00,20.00,29.00,5.00,13.00,49.00,16.00,1122,2018-06-01
509,822,Small Market,West,1,Leaves,Herbal Tea,Lemon,Washington,Decaf,2017-04-22,2017-04-22,30.00,60.00,50.00,90.00,43.00,64.00,12.00,40.00,107.00,24.00,1123,2017-04-01
503,794,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Oregon,Decaf,2017-02-19,2017-02-19,20.00,40.00,40.00,60.00,30.00,45.00,8.00,26.00,75.00,19.00,1124,2017-02-01
720,420,Major Market,Central,1,Leaves,Herbal Tea,Mint,Colorado,Decaf,2018-04-21,2018-04-21,40.00,50.00,20.00,90.00,47.00,63.00,15.00,21.00,110.00,42.00,1125,2018-04-01
573,894,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Missouri,Regular,2018-06-29,2018-06-29,40.00,60.00,40.00,100.00,35.00,52.00,9.00,32.00,87.00,20.00,1126,2018-06-01
775,764,Small Market,West,1,Leaves,Herbal Tea,Mint,Nevada,Decaf,2016-06-13,2016-06-13,120.00,180.00,130.00,300.00,141.00,204.00,45.00,136.00,345.00,68.00,1127,2016-06-01
435,265,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Utah,Decaf,2017-02-19,2017-02-19,40.00,70.00,40.00,110.00,51.00,74.00,16.00,34.00,125.00,40.00,1128,2017-02-01
815,1007,Major Market,Central,1,Leaves,Herbal Tea,Mint,Illinois,Decaf,2017-10-21,2017-10-21,100.00,170.00,150.00,270.00,127.00,185.00,35.00,139.00,312.00,46.00,1129,2017-10-01
608,1081,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Wisconsin,Regular,2015-09-01,2015-09-01,90.00,130.00,90.00,220.00,86.00,103.00,26.00,56.00,189.00,47.00,1130,2015-09-01
435,1142,Small Market,West,1,Leaves,Herbal Tea,Mint,Utah,Decaf,2018-11-20,2018-11-20,90.00,30.00,-10.00,120.00,116.00,25.00,35.00,-33.00,141.00,58.00,1131,2018-11-01
206,1020,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Washington,Decaf,2015-08-03,2015-08-03,90.00,150.00,100.00,240.00,110.00,165.00,36.00,98.00,275.00,67.00,1132,2015-08-01
863,587,Major Market,East,1,Leaves,Herbal Tea,Chamomile,Florida,Decaf,2017-11-19,2017-11-19,30.00,50.00,30.00,80.00,50.00,65.00,16.00,36.00,115.00,29.00,1133,2017-11-01
603,329,Small Market,East,1,Beans,Coffee,Amaretto,New Hampshire,Regular,2015-03-03,2015-03-03,50.00,90.00,70.00,140.00,61.00,90.00,19.00,49.00,151.00,41.00,1134,2015-03-01
641,1715,Small Market,Central,1,Leaves,Tea,Darjeeling,Iowa,Regular,2018-11-20,2018-11-20,220.00,230.00,150.00,450.00,260.00,261.00,72.00,164.00,521.00,97.00,1135,2018-11-01
775,956,Small Market,West,1,Leaves,Herbal Tea,Lemon,Nevada,Decaf,2015-08-03,2015-08-03,160.00,240.00,160.00,400.00,195.00,270.00,64.00,160.00,465.00,110.00,1136,2015-08-01
904,403,Major Market,East,1,Leaves,Herbal Tea,Lemon,Florida,Decaf,2017-11-19,2017-11-19,40.00,60.00,30.00,100.00,59.00,74.00,22.00,19.00,133.00,55.00,1137,2017-11-01
203,1148,Small Market,East,1,Beans,Coffee,Colombian,Connecticut,Regular,2015-03-03,2015-03-03,80.00,130.00,90.00,210.00,90.00,135.00,29.00,75.00,225.00,60.00,1138,2015-03-01
971,602,Small Market,West,1,Leaves,Herbal Tea,Lemon,Oregon,Decaf,2015-08-03,2015-08-03,30.00,50.00,30.00,80.00,43.00,56.00,14.00,30.00,99.00,26.00,1139,2015-08-01
978,419,Major Market,East,1,Leaves,Herbal Tea,Lemon,Massachusetts,Decaf,2017-11-19,2017-11-19,30.00,50.00,20.00,80.00,51.00,64.00,19.00,11.00,115.00,53.00,1140,2017-11-01
603,467,Small Market,East,1,Beans,Coffee,Colombian,New Hampshire,Regular,2015-03-03,2015-03-03,60.00,90.00,60.00,150.00,64.00,96.00,21.00,43.00,160.00,53.00,1141,2015-03-01
435,397,Small Market,West,1,Leaves,Herbal Tea,Lemon,Utah,Decaf,2018-04-10,2018-04-10,40.00,70.00,40.00,110.00,52.00,80.00,17.00,32.00,132.00,48.00,1142,2018-04-01
516,1781,Major Market,East,1,Leaves,Herbal Tea,Lemon,New York,Decaf,2017-11-19,2017-11-19,200.00,410.00,310.00,610.00,270.00,523.00,102.00,388.00,793.00,135.00,1143,2017-11-01
860,622,Small Market,East,1,Beans,Espresso,Caffe Mocha,Connecticut,Regular,2015-05-04,2015-05-04,40.00,70.00,20.00,110.00,47.00,66.00,42.00,-5.00,113.00,71.00,1144,2015-05-01
904,1081,Major Market,East,1,Leaves,Herbal Tea,Mint,Florida,Decaf,2017-11-19,2017-11-19,60.00,80.00,50.00,140.00,86.00,103.00,26.00,55.00,189.00,48.00,1145,2017-11-01
603,338,Small Market,East,1,Beans,Espresso,Caffe Mocha,New Hampshire,Regular,2016-11-02,2016-11-02,50.00,80.00,10.00,130.00,59.00,82.00,53.00,-1.00,141.00,83.00,1146,2016-11-01
716,3076,Major Market,East,1,Leaves,Herbal Tea,Mint,New York,Decaf,2017-11-19,2017-11-19,190.00,-40.00,-110.00,150.00,260.00,-62.00,80.00,-164.00,198.00,102.00,1147,2017-11-01
603,219,Small Market,East,1,Beans,Espresso,Regular Espresso,New Hampshire,Regular,2018-12-08,2018-12-08,30.00,50.00,10.00,80.00,40.00,49.00,15.00,0.00,89.00,49.00,1148,2018-12-01
608,622,Small Market,Central,1,Leaves,Tea,Earl Grey,Wisconsin,Regular,2015-07-12,2015-07-12,40.00,50.00,0.00,90.00,47.00,66.00,42.00,-6.00,113.00,72.00,1149,2015-07-01
903,420,Major Market,South,1,Leaves,Herbal Tea,Chamomile,Texas,Decaf,2017-11-19,2017-11-19,40.00,60.00,30.00,100.00,47.00,63.00,15.00,20.00,110.00,43.00,1150,2017-11-01
318,843,Small Market,South,1,Beans,Coffee,Colombian,Louisiana,Regular,2018-12-08,2018-12-08,50.00,70.00,50.00,120.00,40.00,59.00,11.00,36.00,99.00,23.00,1151,2018-12-01
816,252,Small Market,Central,1,Leaves,Tea,Green Tea,Missouri,Regular,2017-12-04,2017-12-04,30.00,40.00,0.00,70.00,36.00,46.00,13.00,0.00,82.00,46.00,1152,2017-12-01
281,432,Major Market,South,1,Leaves,Herbal Tea,Lemon,Texas,Decaf,2017-11-19,2017-11-19,30.00,50.00,30.00,80.00,34.00,51.00,10.00,19.00,85.00,32.00,1153,2017-11-01
505,467,Small Market,South,1,Beans,Coffee,Colombian,New Mexico,Regular,2018-12-08,2018-12-08,80.00,120.00,70.00,200.00,64.00,96.00,21.00,44.00,160.00,52.00,1154,2018-12-01
203,894,Small Market,East,1,Leaves,Tea,Darjeeling,Connecticut,Regular,2017-12-04,2017-12-04,30.00,60.00,50.00,90.00,35.00,52.00,9.00,32.00,87.00,20.00,1155,2017-12-01
805,1007,Major Market,West,1,Leaves,Herbal Tea,Chamomile,California,Decaf,2018-12-18,2018-12-18,100.00,170.00,150.00,270.00,127.00,185.00,35.00,139.00,312.00,46.00,1156,2018-12-01
580,592,Small Market,South,1,Beans,Coffee,Colombian,Oklahoma,Regular,2018-12-08,2018-12-08,50.00,60.00,40.00,110.00,41.00,53.00,13.00,28.00,94.00,25.00,1157,2018-12-01
414,565,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Wisconsin,Decaf,2017-12-09,2017-12-09,100.00,140.00,90.00,240.00,99.00,132.00,32.00,73.00,231.00,59.00,1158,2017-12-01
650,1319,Major Market,West,1,Leaves,Herbal Tea,Lemon,California,Decaf,2018-12-18,2018-12-18,220.00,270.00,200.00,490.00,260.00,307.00,80.00,205.00,567.00,102.00,1159,2018-12-01
603,854,Small Market,East,1,Leaves,Tea,Darjeeling,New Hampshire,Regular,2017-12-04,2017-12-04,20.00,40.00,30.00,60.00,25.00,36.00,7.00,17.00,61.00,19.00,1160,2017-12-01
985,18446744073709551221,Small Market,South,1,Beans,Espresso,Caffe Latte,Louisiana,Regular,2015-03-10,2015-03-10,40.00,50.00,0.00,90.00,47.00,66.00,42.00,-6.00,113.00,72.00,1161,2015-03-01
515,516,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Iowa,Decaf,2017-09-24,2017-09-24,0.00,50.00,40.00,50.00,0.00,43.00,0.00,31.00,43.00,12.00,1162,2017-09-01
831,564,Major Market,West,1,Leaves,Herbal Tea,Mint,California,Decaf,2018-12-18,2018-12-18,70.00,100.00,70.00,170.00,87.00,112.00,28.00,72.00,199.00,40.00,1163,2018-12-01
860,814,Small Market,East,1,Leaves,Tea,Green Tea,Connecticut,Regular,2017-12-04,2017-12-04,20.00,30.00,20.00,50.00,20.00,31.00,5.00,15.00,51.00,16.00,1164,2017-12-01
505,18446744073709551358,Small Market,South,1,Beans,Espresso,Caffe Latte,New Mexico,Regular,2015-04-21,2015-04-21,30.00,40.00,10.00,70.00,40.00,49.00,15.00,1.00,89.00,48.00,1165,2015-04-01
417,841,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Missouri,Decaf,2017-12-18,2017-12-18,30.00,60.00,50.00,90.00,32.00,48.00,8.00,28.00,80.00,20.00,1166,2017-12-01
603,559,Small Market,East,1,Leaves,Tea,Green Tea,New Hampshire,Regular,2017-12-04,2017-12-04,0.00,40.00,30.00,40.00,0.00,43.00,0.00,31.00,43.00,12.00,1167,2017-12-01
970,419,Major Market,Central,1,Leaves,Tea,Darjeeling,Colorado,Regular,2017-07-22,2017-07-22,40.00,60.00,20.00,100.00,51.00,64.00,19.00,12.00,115.00,52.00,1168,2017-07-01
580,18446744073709550674,Small Market,South,1,Beans,Espresso,Caffe Latte,Oklahoma,Regular,2016-10-22,2016-10-22,120.00,160.00,110.00,280.00,141.00,195.00,43.00,128.00,336.00,67.00,1169,2016-10-01
262,581,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,2017-12-18,2017-12-18,30.00,50.00,30.00,80.00,30.00,39.00,9.00,18.00,69.00,21.00,1170,2017-12-01
702,1742,Small Market,West,1,Leaves,Tea,Darjeeling,Nevada,Regular,2017-12-04,2017-12-04,190.00,270.00,190.00,460.00,291.00,387.00,96.00,258.00,678.00,129.00,1171,2017-12-01
815,608,Major Market,Central,1,Leaves,Tea,Darjeeling,Illinois,Regular,2016-09-04,2016-09-04,80.00,120.00,90.00,200.00,94.00,136.00,26.00,99.00,230.00,37.00,1172,2016-09-01
225,380,Small Market,South,1,Beans,Espresso,Caffe Mocha,Louisiana,Regular,2016-08-22,2016-08-22,30.00,50.00,30.00,80.00,39.00,65.00,12.00,30.00,104.00,35.00,1173,2016-08-01
203,384,Small Market,East,1,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,2017-12-18,2017-12-18,40.00,50.00,20.00,90.00,42.00,56.00,13.00,16.00,98.00,40.00,1174,2017-12-01
541,486,Small Market,West,1,Leaves,Tea,Darjeeling,Oregon,Regular,2018-11-06,2018-11-06,10.00,10.00,10.00,20.00,18.00,26.00,5.00,9.00,44.00,17.00,1175,2018-11-01
740,822,Major Market,Central,1,Leaves,Tea,Darjeeling,Ohio,Regular,2016-09-04,2016-09-04,90.00,160.00,100.00,250.00,114.00,172.00,37.00,104.00,286.00,68.00,1176,2016-09-01
505,338,Small Market,South,1,Beans,Espresso,Caffe Mocha,New Mexico,Regular,2017-08-29,2017-08-29,50.00,70.00,0.00,120.00,59.00,82.00,53.00,-1.00,141.00,83.00,1177,2017-08-01
504,864,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,2018-12-10,2018-12-10,70.00,120.00,100.00,190.00,63.00,91.00,17.00,63.00,154.00,28.00,1178,2018-12-01
720,1051,Major Market,Central,1,Leaves,Tea,Earl Grey,Colorado,Regular,2016-09-04,2016-09-04,40.00,50.00,20.00,90.00,50.00,59.00,15.00,23.00,109.00,36.00,1179,2016-09-01
435,338,Small Market,West,1,Leaves,Tea,Darjeeling,Utah,Regular,2018-11-06,2018-11-06,30.00,60.00,10.00,90.00,59.00,82.00,53.00,0.00,141.00,82.00,1180,2018-11-01
918,486,Small Market,South,1,Beans,Espresso,Caffe Mocha,Oklahoma,Regular,2015-12-27,2015-12-27,10.00,20.00,20.00,30.00,18.00,26.00,5.00,9.00,44.00,17.00,1181,2015-12-01
505,1439,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,New Mexico,Decaf,2015-07-01,2015-07-01,150.00,20.00,-30.00,170.00,120.00,19.00,37.00,-42.00,139.00,61.00,1182,2015-07-01
815,668,Major Market,Central,1,Leaves,Tea,Earl Grey,Illinois,Regular,2016-09-04,2016-09-04,40.00,70.00,30.00,110.00,52.00,79.00,17.00,31.00,131.00,48.00,1183,2016-09-01
509,380,Small Market,West,1,Leaves,Tea,Darjeeling,Washington,Regular,2018-11-06,2018-11-06,20.00,50.00,30.00,70.00,39.00,65.00,12.00,29.00,104.00,36.00,1184,2018-11-01
