order_month,product_line,product_type,product,market,state,market_size,type,sales,cogs,total_expenses,profit,marketing,budget_sales,budget_cogs,budget_profit
2016-12-01,Leaves,Herbal Tea,Mint,East,Florida,Major Market,Decaf,318.00,145.00,87.00,86.00,44.00,230.00,100.00,80.00
2015-07-01,Beans,Espresso,Caffe Mocha,Central,Illinois,Major Market,Regular,567.00,243.00,113.00,211.00,80.00,660.00,280.00,260.00
2017-10-01,Leaves,Herbal Tea,Lemon,Central,Wisconsin,Small Market,Decaf,81.00,33.00,20.00,28.00,9.00,70.00,20.00,50.00
2018-11-01,Leaves,Tea,Green Tea,Central,Colorado,Major Market,Regular,401.00,176.00,92.00,143.00,57.00,300.00,110.00,140.00
2016-08-01,Leaves,Herbal Tea,Mint,East,New York,Major Market,Decaf,180.00,213.00,87.00,-120.00,66.00,140.00,160.00,-80.00
2015-07-01,Beans,Espresso,Caffe Mocha,Central,Ohio,Major Market,Regular,325.00,162.00,69.00,94.00,45.00,380.00,180.00,130.00
2018-11-01,Leaves,Tea,Darjeeling,East,Florida,Major Market,Regular,275.00,109.00,63.00,114.00,29.00,280.00,110.00,140.00
2015-07-01,Beans,Coffee,Colombian,East,Florida,Major Market,Regular,210.00,84.00,59.00,67.00,27.00,190.00,80.00,70.00
2018-06-01,Leaves,Tea,Darjeeling,East,Massachusetts,Major Market,Regular,79.00,32.00,19.00,28.00,8.00,80.00,30.00,40.00
2015-07-01,Beans,Coffee,Colombian,East,Massachusetts,Major Market,Regular,492.00,72.00,54.00,366.00,23.00,460.00,60.00,360.00
2017-04-01,Leaves,Tea,Darjeeling,East,New York,Major Market,Regular,483.00,190.00,74.00,253.00,52.00,500.00,200.00,240.00
2017-07-01,Leaves,Herbal Tea,Lemon,South,Oklahoma,Small Market,Decaf,227.00,95.00,115.00,17.00,86.00,220.00,90.00,30.00
2017-09-01,Beans,Coffee,Colombian,East,New York,Major Market,Regular,675.00,270.00,146.00,259.00,94.00,640.00,250.00,270.00
2018-11-01,Leaves,Tea,Earl Grey,East,New York,Major Market,Regular,489.00,200.00,77.00,212.00,55.00,520.00,200.00,250.00
2017-07-01,Leaves,Herbal Tea,Chamomile,West,Nevada,Small Market,Decaf,685.00,287.00,326.00,72.00,260.00,600.00,230.00,120.00
2018-08-01,Beans,Espresso,Caffe Mocha,East,Florida,Major Market,Regular,227.00,95.00,115.00,17.00,86.00,220.00,90.00,30.00
2017-03-01,Leaves,Tea,Earl Grey,Central,Colorado,Major Market,Regular,138.00,63.00,41.00,34.00,19.00,120.00,50.00,40.00
2018-03-01,Leaves,Tea,Green Tea,East,Florida,Major Market,Regular,121.00,49.00,25.00,47.00,13.00,130.00,50.00,60.00
2017-07-01,Leaves,Herbal Tea,Chamomile,West,Oregon,Small Market,Decaf,166.00,67.00,42.00,57.00,18.00,140.00,50.00,90.00
2016-04-01,Beans,Espresso,Caffe Mocha,East,Massachusetts,Major Market,Regular,125.00,52.00,77.00,-4.00,47.00,120.00,40.00,20.00
2017-03-01,Leaves,Tea,Earl Grey,Central,Illinois,Major Market,Regular,371.00,143.00,108.00,137.00,46.00,290.00,110.00,90.00
2018-03-01,Leaves,Tea,Green Tea,East,Massachusetts,Major Market,Regular,53.00,21.00,17.00,15.00,5.00,50.00,20.00,20.00
2017-05-01,Leaves,Herbal Tea,Chamomile,West,Utah,Small Market,Decaf,107.00,43.00,36.00,28.00,13.00,90.00,30.00,40.00
2016-04-01,Beans,Espresso,Caffe Mocha,East,New York,Major Market,Regular,63.00,125.00,146.00,-208.00,113.00,60.00,120.00,-190.00
2017-03-01,Leaves,Tea,Earl Grey,Central,Ohio,Major Market,Regular,267.00,112.00,58.00,97.00,34.00,230.00,90.00,90.00
2017-05-01,Leaves,Herbal Tea,Chamomile,West,Washington,Small Market,Decaf,584.00,226.00,135.00,250.00,73.00,490.00,180.00,220.00
2016-04-01,Beans,Espresso,Regular Espresso,East,Massachusetts,Major Market,Regular,325.00,162.00,69.00,94.00,45.00,310.00,150.00,100.00
2017-03-01,Leaves,Tea,Green Tea,Central,Colorado,Major Market,Regular,106.00,46.00,28.00,32.00,15.00,90.00,30.00,40.00
2018-10-01,Leaves,Tea,Darjeeling,West,California,Major Market,Regular,213.00,87.00,35.00,91.00,24.00,140.00,50.00,80.00
2017-05-01,Leaves,Herbal Tea,Lemon,West,Nevada,Small Market,Decaf,901.00,378.00,210.00,313.00,123.00,810.00,340.00,290.00
2017-10-01,Beans,Espresso,Regular Espresso,East,New York,Major Market,Regular,523.00,239.00,90.00,194.00,66.00,510.00,220.00,210.00
2015-01-01,Leaves,Tea,Darjeeling,East,Florida,Major Market,Regular,195.00,79.00,45.00,71.00,21.00,200.00,70.00,100.00
2017-05-01,Leaves,Herbal Tea,Lemon,West,Oregon,Small Market,Decaf,283.00,124.00,64.00,95.00,40.00,250.00,100.00,100.00
2017-10-01,Beans,Coffee,Colombian,South,Texas,Major Market,Regular,467.00,214.00,87.00,166.00,66.00,580.00,260.00,240.00
2015-01-01,Leaves,Tea,Darjeeling,East,Massachusetts,Major Market,Regular,132.00,53.00,37.00,42.00,14.00,140.00,50.00,70.00
2017-05-01,Leaves,Herbal Tea,Lemon,West,Utah,Small Market,Decaf,241.00,95.00,92.00,54.00,30.00,210.00,80.00,70.00
2016-06-01,Beans,Espresso,Caffe Latte,South,Texas,Major Market,Regular,314.00,126.00,99.00,100.00,40.00,260.00,100.00,90.00
2015-08-01,Leaves,Tea,Darjeeling,East,New York,Major Market,Regular,245.00,100.00,40.00,105.00,28.00,260.00,100.00,130.00
2018-10-01,Leaves,Tea,Earl Grey,West,California,Major Market,Regular,198.00,81.00,33.00,84.00,22.00,130.00,50.00,70.00
2018-11-01,Leaves,Herbal Tea,Lemon,West,Washington,Small Market,Decaf,169.00,66.00,40.00,72.00,18.00,140.00,40.00,100.00
2016-11-01,Beans,Espresso,Caffe Mocha,South,Texas,Major Market,Regular,213.00,87.00,35.00,91.00,24.00,180.00,70.00,90.00
2015-08-01,Leaves,Tea,Earl Grey,East,New York,Major Market,Regular,223.00,91.00,37.00,95.00,25.00,240.00,90.00,120.00
2018-08-01,Leaves,Tea,Green Tea,West,California,Major Market,Regular,180.00,72.00,54.00,54.00,23.00,120.00,40.00,50.00
2016-03-01,Leaves,Herbal Tea,Mint,West,Nevada,Small Market,Decaf,267.00,109.00,56.00,102.00,34.00,230.00,90.00,110.00
2016-11-01,Beans,Coffee,Amaretto,West,California,Major Market,Regular,125.00,109.00,57.00,-41.00,34.00,150.00,130.00,-30.00
2015-08-01,Leaves,Tea,Green Tea,East,Florida,Major Market,Regular,121.00,49.00,25.00,47.00,13.00,130.00,50.00,60.00
2018-11-01,Beans,Coffee,Decaf Irish Cream,Central,Iowa,Small Market,Decaf,106.00,44.00,38.00,25.00,13.00,100.00,40.00,40.00
2016-03-01,Leaves,Herbal Tea,Mint,West,Utah,Small Market,Decaf,106.00,88.00,50.00,-32.00,27.00,90.00,70.00,-20.00
2016-12-01,Beans,Coffee,Colombian,West,California,Major Market,Regular,2949.00,1178.00,619.00,1152.00,411.00,3830.00,1520.00,1770.00
2015-08-01,Leaves,Tea,Green Tea,East,Massachusetts,Major Market,Regular,53.00,21.00,16.00,16.00,5.00,50.00,20.00,20.00
2018-11-01,Beans,Coffee,Decaf Irish Cream,Central,Missouri,Small Market,Decaf,163.00,74.00,44.00,45.00,22.00,170.00,70.00,60.00
2016-03-01,Leaves,Tea,Darjeeling,Central,Iowa,Small Market,Regular,478.00,239.00,91.00,148.00,66.00,420.00,200.00,140.00
2016-12-01,Beans,Espresso,Caffe Latte,West,California,Major Market,Regular,956.00,478.00,181.00,297.00,132.00,900.00,440.00,300.00
2017-07-01,Leaves,Tea,Green Tea,East,New York,Major Market,Regular,198.00,81.00,34.00,83.00,22.00,210.00,80.00,100.00
2015-09-01,Beans,Coffee,Decaf Irish Cream,Central,Wisconsin,Small Market,Decaf,390.00,167.00,104.00,141.00,54.00,400.00,170.00,150.00
2015-11-01,Beans,Espresso,Caffe Mocha,West,California,Major Market,Regular,298.00,125.00,146.00,27.00,113.00,280.00,120.00,30.00
2016-03-01,Leaves,Tea,Darjeeling,Central,Missouri,Small Market,Regular,85.00,36.00,38.00,11.00,11.00,70.00,30.00,10.00
2017-07-01,Leaves,Tea,Darjeeling,West,California,Major Market,Regular,477.00,195.00,73.00,251.00,54.00,320.00,120.00,180.00
2018-10-01,Beans,Espresso,Decaf Espresso,Central,Iowa,Small Market,Decaf,86.00,0.00,22.00,75.00,0.00,100.00,0.00,80.00
2018-12-01,Leaves,Herbal Tea,Chamomile,Central,Colorado,Major Market,Decaf,1033.00,494.00,209.00,381.00,137.00,850.00,400.00,300.00
2018-11-01,Leaves,Tea,Darjeeling,Central,Wisconsin,Small Market,Regular,129.00,52.00,39.00,38.00,16.00,110.00,40.00,40.00
2017-04-01,Beans,Espresso,Decaf Espresso,Central,Missouri,Small Market,Decaf,118.00,48.00,25.00,45.00,13.00,130.00,50.00,60.00
2018-12-01,Leaves,Herbal Tea,Chamomile,Central,Illinois,Major Market,Decaf,213.00,87.00,35.00,91.00,24.00,180.00,70.00,90.00
2018-11-01,Leaves,Tea,Earl Grey,Central,Iowa,Small Market,Regular,1091.00,490.00,253.00,348.00,186.00,930.00,410.00,290.00
2017-04-01,Beans,Espresso,Decaf Espresso,Central,Wisconsin,Small Market,Decaf,112.00,49.00,29.00,34.00,16.00,130.00,50.00,60.00
2017-07-01,Leaves,Tea,Earl Grey,West,California,Major Market,Regular,426.00,175.00,69.00,218.00,48.00,280.00,110.00,150.00
2015-09-01,Leaves,Herbal Tea,Chamomile,Central,Ohio,Major Market,Decaf,109.00,42.00,34.00,37.00,10.00,80.00,20.00,60.00
2017-10-01,Leaves,Tea,Earl Grey,Central,Missouri,Small Market,Regular,152.00,68.00,88.00,-7.00,25.00,120.00,50.00,-10.00
2017-04-01,Beans,Espresso,Decaf Espresso,East,Connecticut,Small Market,Decaf,124.00,53.00,45.00,26.00,17.00,120.00,50.00,40.00
2017-07-01,Leaves,Tea,Green Tea,West,California,Major Market,Regular,371.00,143.00,110.00,134.00,46.00,230.00,80.00,90.00
2018-12-01,Leaves,Tea,Earl Grey,Central,Wisconsin,Small Market,Regular,294.00,123.00,170.00,1.00,111.00,220.00,90.00,10.00
2015-09-01,Leaves,Herbal Tea,Lemon,Central,Colorado,Major Market,Decaf,231.00,96.00,142.00,-14.00,87.00,200.00,70.00,30.00
2017-04-01,Beans,Coffee,Decaf Irish Cream,South,Louisiana,Small Market,Decaf,121.00,49.00,25.00,47.00,13.00,150.00,60.00,70.00
2015-03-01,Beans,Coffee,Decaf Irish Cream,Central,Iowa,Small Market,Decaf,49.00,21.00,19.00,9.00,6.00,50.00,20.00,20.00
2018-12-01,Leaves,Tea,Green Tea,Central,Missouri,Small Market,Regular,249.00,107.00,141.00,-4.00,39.00,180.00,60.00,20.00
2015-06-01,Leaves,Herbal Tea,Lemon,Central,Illinois,Major Market,Decaf,193.00,84.00,39.00,70.00,27.00,160.00,70.00,60.00
2015-03-01,Beans,Coffee,Decaf Irish Cream,Central,Missouri,Small Market,Decaf,167.00,76.00,44.00,47.00,23.00,170.00,80.00,50.00
2018-01-01,Leaves,Tea,Darjeeling,East,Connecticut,Small Market,Regular,121.00,49.00,25.00,47.00,13.00,130.00,50.00,60.00
2018-06-01,Leaves,Herbal Tea,Lemon,Central,Ohio,Major Market,Decaf,221.00,90.00,57.00,83.00,24.00,180.00,60.00,120.00
2015-12-01,Beans,Coffee,Decaf Irish Cream,South,Oklahoma,Small Market,Decaf,79.00,32.00,20.00,27.00,8.00,90.00,40.00,40.00
2015-03-01,Beans,Coffee,Decaf Irish Cream,Central,Wisconsin,Small Market,Decaf,195.00,83.00,54.00,58.00,27.00,200.00,80.00,80.00
2018-01-01,Leaves,Tea,Darjeeling,East,New Hampshire,Small Market,Regular,45.00,18.00,16.00,11.00,5.00,40.00,10.00,20.00
2018-10-01,Leaves,Herbal Tea,Mint,Central,Colorado,Major Market,Decaf,507.00,212.00,177.00,130.00,68.00,420.00,160.00,140.00
2015-12-01,Beans,Espresso,Decaf Espresso,South,Louisiana,Small Market,Decaf,129.00,52.00,39.00,38.00,16.00,110.00,40.00,50.00
2015-03-01,Beans,Espresso,Decaf Espresso,Central,Iowa,Small Market,Decaf,43.00,0.00,11.00,32.00,0.00,50.00,0.00,40.00
2018-01-01,Leaves,Tea,Green Tea,East,Connecticut,Small Market,Regular,62.00,25.00,19.00,18.00,7.00,60.00,20.00,30.00
2018-10-01,Leaves,Herbal Tea,Mint,Central,Illinois,Major Market,Decaf,788.00,322.00,119.00,398.00,89.00,680.00,260.00,360.00
2017-06-01,Beans,Espresso,Decaf Espresso,South,New Mexico,Small Market,Decaf,85.00,36.00,38.00,11.00,11.00,70.00,30.00,10.00
2015-03-01,Beans,Espresso,Decaf Espresso,Central,Missouri,Small Market,Decaf,112.00,45.00,23.00,44.00,12.00,130.00,50.00,60.00
2018-01-01,Leaves,Tea,Green Tea,East,New Hampshire,Small Market,Regular,43.00,0.00,11.00,32.00,0.00,40.00,0.00,30.00
2016-10-01,Leaves,Herbal Tea,Chamomile,East,Florida,Major Market,Decaf,222.00,97.00,55.00,70.00,31.00,160.00,60.00,60.00
2017-06-01,Beans,Espresso,Decaf Espresso,South,Oklahoma,Small Market,Decaf,210.00,84.00,58.00,68.00,27.00,180.00,70.00,70.00
2015-05-01,Beans,Espresso,Decaf Espresso,Central,Wisconsin,Small Market,Decaf,103.00,45.00,26.00,32.00,14.00,120.00,50.00,50.00
2016-03-01,Leaves,Tea,Darjeeling,West,Nevada,Small Market,Regular,567.00,243.00,112.00,212.00,80.00,380.00,160.00,150.00
2017-09-01,Leaves,Herbal Tea,Lemon,East,Florida,Major Market,Decaf,120.00,54.00,54.00,12.00,20.00,90.00,40.00,20.00
2018-09-01,Beans,Coffee,Decaf Irish Cream,West,Nevada,Small Market,Decaf,63.00,28.00,29.00,6.00,8.00,70.00,30.00,20.00
2015-05-01,Beans,Espresso,Decaf Espresso,East,Connecticut,Small Market,Decaf,119.00,51.00,44.00,24.00,16.00,110.00,40.00,40.00
2016-03-01,Leaves,Tea,Darjeeling,West,Oregon,Small Market,Regular,53.00,21.00,16.00,16.00,5.00,30.00,10.00,20.00
2017-09-01,Leaves,Herbal Tea,Lemon,East,Massachusetts,Major Market,Decaf,129.00,58.00,55.00,16.00,22.00,100.00,40.00,30.00
2018-01-01,Beans,Coffee,Decaf Irish Cream,West,Oregon,Small Market,Decaf,121.00,49.00,38.00,34.00,15.00,150.00,60.00,60.00
2015-05-01,Beans,Coffee,Decaf Irish Cream,South,Louisiana,Small Market,Decaf,121.00,49.00,24.00,48.00,13.00,150.00,60.00,70.00
2016-03-01,Leaves,Tea,Darjeeling,West,Utah,Small Market,Regular,107.00,44.00,70.00,-7.00,40.00,70.00,20.00,10.00
2017-09-01,Beans,Coffee,Decaf Irish Cream,West,Utah,Small Market,Decaf,189.00,85.00,66.00,38.00,32.00,230.00,100.00,70.00
2017-09-01,Leaves,Herbal Tea,Lemon,East,New York,Major Market,Decaf,513.00,245.00,127.00,141.00,93.00,400.00,180.00,130.00
2017-04-01,Beans,Coffee,Decaf Irish Cream,South,New Mexico,Small Market,Decaf,133.00,93.00,51.00,-11.00,28.00,160.00,110.00,10.00
2018-01-01,Leaves,Tea,Darjeeling,West,Washington,Small Market,Regular,336.00,122.00,85.00,147.00,37.00,180.00,60.00,80.00
2017-09-01,Beans,Coffee,Decaf Irish Cream,West,Washington,Small Market,Decaf,227.00,95.00,116.00,16.00,86.00,280.00,110.00,70.00
2017-09-01,Leaves,Herbal Tea,Mint,East,Florida,Major Market,Decaf,549.00,252.00,138.00,184.00,77.00,420.00,170.00,170.00
2017-04-01,Beans,Coffee,Decaf Irish Cream,South,Oklahoma,Small Market,Decaf,75.00,30.00,20.00,25.00,8.00,90.00,30.00,50.00
2017-05-01,Leaves,Tea,Earl Grey,West,Nevada,Small Market,Regular,478.00,239.00,91.00,148.00,66.00,320.00,150.00,110.00
2017-09-01,Beans,Espresso,Decaf Espresso,West,Nevada,Small Market,Decaf,41.00,16.00,15.00,10.00,4.00,30.00,10.00,10.00
2015-12-01,Leaves,Herbal Tea,Mint,East,New York,Major Market,Decaf,380.00,449.00,181.00,-250.00,138.00,290.00,330.00,-170.00
2017-09-01,Beans,Espresso,Decaf Espresso,South,Louisiana,Small Market,Decaf,402.00,153.00,116.00,152.00,47.00,300.00,110.00,130.00
2017-05-01,Leaves,Tea,Earl Grey,West,Oregon,Small Market,Regular,210.00,84.00,58.00,68.00,27.00,140.00,50.00,60.00
2015-04-01,Leaves,Herbal Tea,Chamomile,South,Texas,Major Market,Decaf,134.00,57.00,46.00,31.00,18.00,130.00,50.00,50.00
2017-09-01,Beans,Espresso,Decaf Espresso,South,New Mexico,Small Market,Decaf,88.00,37.00,39.00,12.00,12.00,70.00,30.00,10.00
2016-12-01,Leaves,Tea,Earl Grey,West,Utah,Small Market,Regular,85.00,36.00,39.00,10.00,11.00,50.00,20.00,10.00
2018-12-01,Leaves,Herbal Tea,Lemon,South,Texas,Major Market,Decaf,364.00,144.00,112.00,118.00,44.00,330.00,120.00,120.00
2018-11-01,Beans,Espresso,Decaf Espresso,South,Oklahoma,Small Market,Decaf,471.00,187.00,123.00,161.00,61.00,400.00,150.00,160.00
2018-10-01,Leaves,Tea,Earl Grey,West,Washington,Small Market,Regular,129.00,52.00,39.00,38.00,16.00,80.00,30.00,30.00
2018-12-01,Leaves,Herbal Tea,Chamomile,West,California,Major Market,Decaf,1038.00,417.00,160.00,494.00,115.00,880.00,340.00,460.00
2018-03-01,Beans,Coffee,Amaretto,Central,Iowa,Small Market,Regular,45.00,18.00,17.00,10.00,5.00,40.00,10.00,20.00
2018-10-01,Leaves,Tea,Green Tea,West,Nevada,Small Market,Regular,32.00,245.00,127.00,-340.00,93.00,0.00,160.00,-240.00
2018-12-01,Leaves,Herbal Tea,Lemon,West,California,Major Market,Decaf,2036.00,934.00,374.00,728.00,287.00,1780.00,780.00,740.00
2017-04-01,Beans,Coffee,Amaretto,Central,Wisconsin,Small Market,Regular,120.00,54.00,53.00,13.00,20.00,120.00,50.00,30.00
2016-09-01,Leaves,Tea,Green Tea,West,Oregon,Small Market,Regular,214.00,89.00,51.00,74.00,27.00,140.00,50.00,60.00
2017-04-01,Beans,Coffee,Colombian,Central,Iowa,Small Market,Regular,131.00,57.00,59.00,13.00,16.00,120.00,40.00,40.00
2016-09-01,Leaves,Tea,Green Tea,West,Utah,Small Market,Regular,75.00,33.00,46.00,-4.00,12.00,50.00,20.00,10.00
2018-08-01,Beans,Coffee,Decaf Irish Cream,West,Oregon,Small Market,Decaf,209.00,85.00,69.00,63.00,26.00,250.00,100.00,90.00
2016-09-01,Leaves,Tea,Green Tea,West,Washington,Small Market,Regular,150.00,63.00,87.00,0.00,57.00,100.00,40.00,10.00
2018-03-01,Leaves,Herbal Tea,Chamomile,West,Washington,Small Market,Decaf,292.00,116.00,70.00,106.00,38.00,250.00,90.00,110.00
2017-04-01,Beans,Coffee,Colombian,Central,Missouri,Small Market,Regular,189.00,85.00,65.00,39.00,32.00,190.00,90.00,40.00
2018-08-01,Beans,Coffee,Decaf Irish Cream,West,Utah,Small Market,Decaf,178.00,80.00,64.00,34.00,30.00,220.00,100.00,70.00
2017-04-01,Beans,Coffee,Colombian,Central,Wisconsin,Small Market,Regular,227.00,95.00,115.00,17.00,86.00,230.00,100.00,30.00
2018-08-01,Beans,Coffee,Decaf Irish Cream,West,Washington,Small Market,Decaf,227.00,95.00,115.00,17.00,86.00,280.00,110.00,70.00
2018-09-01,Beans,Coffee,Decaf Irish Cream,Central,Illinois,Major Market,Decaf,934.00,373.00,187.00,410.00,118.00,920.00,380.00,390.00
2017-04-01,Beans,Espresso,Caffe Mocha,Central,Iowa,Small Market,Regular,41.00,16.00,16.00,9.00,4.00,40.00,10.00,20.00
2018-08-01,Beans,Espresso,Decaf Espresso,West,Nevada,Small Market,Decaf,43.00,17.00,16.00,10.00,4.00,40.00,10.00,20.00
2018-03-01,Leaves,Herbal Tea,Lemon,West,Nevada,Small Market,Decaf,456.00,191.00,109.00,156.00,63.00,400.00,160.00,160.00
2017-05-01,Beans,Coffee,Decaf Irish Cream,Central,Ohio,Major Market,Decaf,125.00,52.00,76.00,-3.00,47.00,130.00,50.00,20.00
2018-08-01,Beans,Espresso,Decaf Espresso,West,Oregon,Small Market,Decaf,325.00,162.00,70.00,93.00,45.00,310.00,150.00,100.00
2017-04-01,Beans,Espresso,Caffe Mocha,Central,Missouri,Small Market,Regular,121.00,49.00,25.00,47.00,13.00,140.00,50.00,70.00
2017-05-01,Beans,Espresso,Decaf Espresso,Central,Colorado,Major Market,Decaf,170.00,68.00,54.00,48.00,22.00,200.00,70.00,80.00
2015-12-01,Beans,Espresso,Decaf Espresso,West,Utah,Small Market,Decaf,115.00,47.00,25.00,43.00,13.00,110.00,40.00,50.00
2017-11-01,Leaves,Herbal Tea,Lemon,West,Oregon,Small Market,Decaf,205.00,89.00,54.00,62.00,29.00,170.00,60.00,70.00
2017-07-01,Beans,Espresso,Decaf Espresso,Central,Illinois,Major Market,Decaf,478.00,239.00,90.00,149.00,66.00,560.00,270.00,200.00
2016-11-01,Beans,Espresso,Decaf Espresso,West,Washington,Small Market,Decaf,506.00,227.00,134.00,157.00,69.00,450.00,190.00,200.00
2017-11-01,Leaves,Herbal Tea,Lemon,West,Utah,Small Market,Decaf,281.00,112.00,99.00,70.00,36.00,240.00,90.00,90.00
2016-11-01,Beans,Coffee,Amaretto,Central,Iowa,Small Market,Regular,152.00,59.00,50.00,49.00,15.00,120.00,50.00,50.00
2018-09-01,Beans,Espresso,Decaf Espresso,Central,Ohio,Major Market,Decaf,224.00,100.00,105.00,19.00,37.00,270.00,110.00,70.00
2017-11-01,Leaves,Herbal Tea,Lemon,West,Washington,Small Market,Decaf,86.00,35.00,21.00,30.00,9.00,70.00,30.00,40.00
2016-11-01,Beans,Coffee,Amaretto,Central,Wisconsin,Small Market,Regular,387.00,166.00,162.00,56.00,62.00,370.00,150.00,100.00
2016-12-01,Beans,Coffee,Decaf Irish Cream,East,Florida,Major Market,Decaf,608.00,246.00,121.00,279.00,75.00,530.00,220.00,210.00
2016-11-01,Beans,Coffee,Colombian,Central,Iowa,Small Market,Regular,200.00,87.00,89.00,22.00,25.00,180.00,60.00,70.00
2017-12-01,Beans,Coffee,Colombian,East,Connecticut,Small Market,Regular,874.00,349.00,203.00,356.00,114.00,820.00,320.00,350.00
2016-12-01,Beans,Espresso,Decaf Espresso,East,Florida,Major Market,Decaf,403.00,166.00,108.00,144.00,54.00,380.00,150.00,150.00
2015-02-01,Beans,Coffee,Colombian,East,New Hampshire,Small Market,Regular,258.00,102.00,96.00,60.00,33.00,240.00,90.00,90.00
2018-09-01,Beans,Coffee,Colombian,Central,Missouri,Small Market,Regular,337.00,152.00,120.00,72.00,57.00,340.00,150.00,90.00
2018-11-01,Leaves,Herbal Tea,Mint,West,Nevada,Small Market,Decaf,301.00,123.00,63.00,115.00,39.00,260.00,100.00,110.00
2018-05-01,Beans,Coffee,Colombian,Central,Wisconsin,Small Market,Regular,227.00,95.00,115.00,17.00,86.00,230.00,100.00,30.00
2016-12-01,Beans,Coffee,Decaf Irish Cream,South,Texas,Major Market,Decaf,284.00,121.00,63.00,108.00,39.00,330.00,140.00,140.00
2018-11-01,Leaves,Herbal Tea,Mint,West,Utah,Small Market,Decaf,389.00,313.00,165.00,-89.00,95.00,330.00,240.00,-30.00
2018-12-01,Beans,Espresso,Caffe Mocha,Central,Iowa,Small Market,Regular,101.00,40.00,33.00,28.00,10.00,120.00,30.00,80.00
2015-02-01,Beans,Espresso,Decaf Espresso,South,Texas,Major Market,Decaf,198.00,81.00,33.00,84.00,22.00,170.00,60.00,90.00
2017-09-01,Beans,Espresso,Caffe Mocha,East,Connecticut,Small Market,Regular,150.00,63.00,87.00,0.00,57.00,140.00,60.00,10.00
2015-07-01,Leaves,Tea,Darjeeling,Central,Iowa,Small Market,Regular,478.00,239.00,91.00,148.00,66.00,420.00,200.00,140.00
2018-12-01,Beans,Espresso,Caffe Mocha,Central,Missouri,Small Market,Regular,214.00,87.00,48.00,79.00,24.00,270.00,100.00,150.00
2015-07-01,Leaves,Tea,Darjeeling,Central,Missouri,Small Market,Regular,177.00,75.00,80.00,22.00,24.00,140.00,60.00,20.00
2017-12-01,Beans,Espresso,Caffe Mocha,Central,Wisconsin,Small Market,Regular,151.00,69.00,43.00,39.00,21.00,170.00,80.00,50.00
2017-09-01,Beans,Espresso,Caffe Mocha,East,New Hampshire,Small Market,Regular,107.00,44.00,70.00,-7.00,40.00,100.00,40.00,10.00
2016-12-01,Beans,Espresso,Decaf Espresso,West,California,Major Market,Decaf,1268.00,547.00,236.00,582.00,180.00,1210.00,520.00,470.00
2015-07-01,Leaves,Tea,Darjeeling,Central,Wisconsin,Small Market,Regular,114.00,46.00,37.00,31.00,14.00,100.00,30.00,40.00
2017-12-01,Beans,Coffee,Amaretto,East,New Hampshire,Small Market,Regular,121.00,49.00,39.00,33.00,15.00,110.00,40.00,40.00
2015-05-01,Beans,Coffee,Amaretto,Central,Colorado,Major Market,Regular,223.00,91.00,36.00,96.00,25.00,230.00,90.00,110.00
2016-12-01,Beans,Espresso,Regular Espresso,East,New Hampshire,Small Market,Regular,185.00,82.00,131.00,-28.00,30.00,160.00,60.00,10.00
2018-12-01,Leaves,Tea,Earl Grey,Central,Iowa,Small Market,Regular,578.00,260.00,132.00,186.00,98.00,500.00,220.00,160.00
2015-05-01,Beans,Coffee,Amaretto,Central,Ohio,Major Market,Regular,129.00,55.00,46.00,28.00,18.00,130.00,50.00,50.00
2016-12-01,Beans,Coffee,Colombian,South,Louisiana,Small Market,Regular,201.00,81.00,45.00,75.00,22.00,240.00,100.00,110.00
2015-06-01,Leaves,Tea,Earl Grey,Central,Missouri,Small Market,Regular,65.00,29.00,45.00,-9.00,11.00,50.00,20.00,-10.00
2018-09-01,Beans,Coffee,Colombian,East,New Hampshire,Small Market,Regular,125.00,50.00,48.00,27.00,16.00,110.00,40.00,40.00
2015-05-01,Beans,Coffee,Colombian,Central,Colorado,Major Market,Regular,375.00,165.00,75.00,161.00,53.00,380.00,170.00,150.00
2016-12-01,Beans,Coffee,Colombian,South,New Mexico,Small Market,Regular,258.00,102.00,96.00,60.00,33.00,310.00,110.00,120.00
2015-06-01,Leaves,Tea,Earl Grey,Central,Wisconsin,Small Market,Regular,150.00,63.00,86.00,1.00,57.00,130.00,50.00,10.00
2018-09-01,Beans,Espresso,Caffe Mocha,East,Connecticut,Small Market,Regular,150.00,63.00,87.00,0.00,57.00,140.00,60.00,10.00
2018-11-01,Beans,Coffee,Colombian,Central,Illinois,Major Market,Regular,934.00,391.00,220.00,323.00,129.00,970.00,410.00,360.00
2017-04-01,Beans,Coffee,Colombian,South,Oklahoma,Small Market,Regular,98.00,43.00,26.00,29.00,14.00,120.00,50.00,50.00
2015-06-01,Leaves,Tea,Green Tea,Central,Missouri,Small Market,Regular,79.00,35.00,46.00,-2.00,13.00,60.00,30.00,-10.00
2016-10-01,Beans,Espresso,Caffe Mocha,East,New Hampshire,Small Market,Regular,107.00,44.00,69.00,-6.00,40.00,100.00,40.00,10.00
2018-11-01,Beans,Coffee,Colombian,Central,Ohio,Major Market,Regular,200.00,81.00,73.00,46.00,25.00,200.00,80.00,60.00
2017-04-01,Beans,Espresso,Caffe Latte,South,Louisiana,Small Market,Regular,150.00,63.00,86.00,1.00,57.00,120.00,50.00,0.00
2016-03-01,Leaves,Tea,Darjeeling,East,Connecticut,Small Market,Regular,115.00,47.00,25.00,43.00,13.00,120.00,40.00,60.00
